"","url","is_listing_deleted","brand","modele","address_particulier","address_pro","name_pro","V1","Année","Emissions de CO2","Energie","Kilométrage","Nb de portes","Prix","Puissance fiscale","Puissance réelle","Transmission","Carrosserie","Garantie mécanique","Autres informations","Nombre de places","Consommation mixte","Etat du véhicule","Contrôle technique","Couleur intérieur","Option equipement Sécurité","Option/Equipement Confort intérieur","Option/equipement extérieurs","Type de peinture carrosserie"
"207","https://www.paruvendu.fr/a/voiture-occasion/bmw/x3/1230217878A1KVVOBMX3",0,"BMW occasion","X3","","
560 LES PORTES DOMITIENNES PRESTIGE CARS34740 FRANCE
","
UNIVERS MOTORS
",NA,"2006
Assurance auto : Comparez",NA,"Diesel","106 592
km","4 portes avec hayon","11 400 €",NA,NA,"Automatique","Berline","3 mois",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","https://www.paruvendu.fr/a/voiture-occasion/bmw/x5/1230217875A1KVVOBMX5",0,"BMW occasion","X5","","
560 LES PORTES DOMITIENNES PRESTIGE CARS34740 FRANCE
","
UNIVERS MOTORS
",NA,"2008
Assurance auto : Comparez",NA,"Diesel","176 308
km","4 portes avec hayon","15 900 €",NA,NA,"Automatique","Berline","3 mois",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","https://www.paruvendu.fr/a/voiture-occasion/volkswagen/tiguan/1230217876A1KVVOVWTIG",0,"Volkswagen occasion","Tiguan","","
560 LES PORTES DOMITIENNES PRESTIGE CARS34740 FRANCE
","
UNIVERS MOTORS
",NA,"2016
Assurance auto : Comparez",NA,"Diesel","52 285
km","4 portes avec hayon","24 900 €",NA,NA,"Manuelle","Break","3 mois",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","https://www.paruvendu.fr/a/voiture-occasion/saab/9-3/1230217872A1KVVOSA9.3",0,"Saab occasion","9-3","","
560 LES PORTES DOMITIENNES PRESTIGE CARS34740 FRANCE
","
UNIVERS MOTORS
","","2003
Assurance auto : Comparez",NA,"Diesel","200 721
km","4 portes","2 400 €",NA,NA,"Manuelle","Berline",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","https://www.paruvendu.fr/a/voiture-occasion/jaguar/xf/1230217874A1KVVOJAXF",0,"Jaguar occasion","XF","","
560 LES PORTES DOMITIENNES PRESTIGE CARS34740 FRANCE
","
UNIVERS MOTORS
",NA,"2009
Assurance auto : Comparez",NA,"Diesel","199 891
km","4 portes","11 900 €",NA,NA,"Automatique","Berline","3 mois",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","https://www.paruvendu.fr/a/voiture-occasion/jeep/wrangler/1230217873A1KVVOJEWRA",0,"Jeep occasion","Wrangler","","
560 LES PORTES DOMITIENNES PRESTIGE CARS34740 FRANCE
","
UNIVERS MOTORS
",NA,"2000
Assurance auto : Comparez",NA,"Essence","119 090
km","2 portes avec hayon","14 900 €",NA,NA,"Manuelle","Berline","3 mois",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","https://www.paruvendu.fr/a/voiture-occasion/peugeot/508/1230217862A1KVVOPE508",0,"Peugeot occasion","508","","
CHEMIN DE NOVITAL ZONE INDUSTRIELLE DE LA POINTE31150 France
","
OXYLIO TOULOUSE
",NA,"2017
Assurance auto : Comparez",NA,"Diesel","25 908
km","4 portes avec hayon","22 970 €",NA,NA,"Automatique","Break","11 mois",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","https://www.paruvendu.fr/a/voiture-occasion/renault/kadjar/1230217860A1KVVOREKAD",0,"Renault occasion","Kadjar","","
CHEMIN DE NOVITAL ZONE INDUSTRIELLE DE LA POINTE31150 France
","
OXYLIO TOULOUSE
","","2018
Assurance auto : Comparez",NA,"Diesel","10
km","4 portes avec hayon","23 970 €",NA,NA,"Manuelle",NA,"24 mois",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","https://www.paruvendu.fr/a/voiture-occasion/peugeot/traveller/1230217856A1KVVOPETRA",0,"Peugeot occasion","Traveller","","
CHEMIN DE NOVITAL ZONE INDUSTRIELLE DE LA POINTE31150 France
","
OXYLIO TOULOUSE
",NA,"2017
Assurance auto : Comparez",NA,"Diesel","18 076
km","4 portes avec hayon","28 990 €",NA,NA,"Manuelle","Break","7 mois",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","https://www.paruvendu.fr/a/voiture-occasion/peugeot/5008/1230217858A1KVVOPE5M8",0,"Peugeot occasion","5008","","
CHEMIN DE NOVITAL ZONE INDUSTRIELLE DE LA POINTE31150 France
","
OXYLIO TOULOUSE
",NA,"2018
Assurance auto : Comparez",NA,"Diesel","5 359
km","4 portes avec hayon","31 490 €",NA,NA,"Automatique","Break","20 mois",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","https://www.paruvendu.fr/a/voiture-occasion/peugeot/308/1230217853A1KVVOPE308",0,"Peugeot occasion","308","","
CHEMIN DE NOVITAL ZONE INDUSTRIELLE DE LA POINTE31150 France
","
OXYLIO TOULOUSE
",NA,"2018
Assurance auto : Comparez",NA,"Diesel","23 954
km","4 portes avec hayon","18 990 €",NA,NA,"Manuelle","Break","17 mois",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","https://www.paruvendu.fr/a/voiture-occasion/volvo/xc60/1230216726A1KVVOVOXC6",0,"Volvo occasion","XC60","



Annonce
de Remy d                                                                 - Dijon (21000)                    
membre de ParuVendu.fr depuis 4 ans
","","",NA,"Février 2012
Assurance auto : Comparez","169
g/km","Diesel","144 500
km","4 portes avec hayon","14 700 €","13
CV","215
Ch","Automatique","4x4 - SUV",NA,"Véhicule non fumeur","5
places","6.4
litres / 100 km","Bon",NA,NA,NA,NA,NA,NA
"219","https://www.paruvendu.fr/a/voiture-occasion/renault/twingo-ii/1230216717A1KVVORETW2",0,"Renault occasion","Twingo II","



Annonce
de Evelyne J                                                                 - La Tour Du Pin (38110)                    
membre de ParuVendu.fr depuis 3 jours
","","",NA,"Janvier 2011
Assurance auto : Comparez","132
g/km","Essence","76 000
km","2 portes avec hayon","5 700 €","6
CV","100
Ch","Manuelle","Berline",NA,"Véhicule non fumeur,Stationne dans un garage","4
places","5.7
litres / 100 km","Bon","A jour < 6 mois","Beige","ABS,Régulateur de vitesse,Antipatinage (ASR)","Direction assistée,Radio/CD,Fermeture centralisée,Banquette AR 1/3 - 2/3,Vitres électriques","Roues alliage léger,Filtres à particules (FAP)","Standard"
"220","https://www.paruvendu.fr/a/voiture-occasion/toyota/c-hr/1230217824A1KVVOTOCHR",0,"Toyota occasion","C-HR","","
ZAC CROIX BLANDIN 13-15 RUE LENA BERNSTEIN51100 FRANCE
","
DELHORBE AUTOMOBILES SAS
","","2017
Assurance auto : Comparez",NA,"Essence","24 189
km","4 portes avec hayon","25 490 €",NA,NA,"Manuelle","Berline",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","https://www.paruvendu.fr/a/voiture-occasion/mitsubishi/outlander/1230092963A1KVVOMIOUT",0,"Mitsubishi occasion","Outlander","



Annonce
de David E                                                                 - Marolles En Hurepoix (91630)                    
membre de ParuVendu.fr depuis 1 an
","","",NA,"Janvier 2015
Assurance auto : Comparez","140
g/km","Diesel","55 200
km","4 portes avec hayon","18 900 €","8
CV","150
Ch","Manuelle","4x4 - SUV",NA,"Première main,Véhicule non fumeur,Stationne dans un garage,Sous garantie constructeur,Attelage","7
places","5.4
litres / 100 km","Irréprochable",NA,NA,NA,NA,NA,NA
"222","https://www.paruvendu.fr/a/voiture-occasion/skoda/fabia/1230217821A1KVVOSKFAB",0,"Skoda occasion","Fabia","","
820 RUE DES MADELEINES ZONE ARTISANALE DE LA HAUTE BORNE BP 30077 MAREUIL LES MEAUX77100 FRANCE
","
DANIEL AUTOMOBILES
","","2018
Assurance auto : Comparez",NA,"Essence","10
km","4 portes avec hayon","19 690 €",NA,NA,"Manuelle","Berline",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","https://www.paruvendu.fr/a/voiture-occasion/skoda/karoq/1230217819A1KVVOSKKAR",0,"Skoda occasion","Karoq","","
820 RUE DES MADELEINES ZONE ARTISANALE DE LA HAUTE BORNE BP 30077 MAREUIL LES MEAUX77100 FRANCE
","
DANIEL AUTOMOBILES
",NA,"2018
Assurance auto : Comparez",NA,"Essence","10
km",NA,"33 480 €",NA,NA,"Manuelle","Berline",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","https://www.paruvendu.fr/a/voiture-occasion/skoda/octavia/1230217822A1KVVOSKOCT",0,"Skoda occasion","Octavia","","
820 RUE DES MADELEINES ZONE ARTISANALE DE LA HAUTE BORNE BP 30077 MAREUIL LES MEAUX77100 FRANCE
","
DANIEL AUTOMOBILES
","","2018
Assurance auto : Comparez",NA,"Essence","10
km","4 portes avec hayon","38 760 €",NA,NA,"Manuelle","Break",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","https://www.paruvendu.fr/a/voiture-occasion/suzuki/swift/1230217818A1KVVOSUSWI",0,"Suzuki occasion","Swift","","
820 RUE DES MADELEINES ZONE ARTISANALE DE LA HAUTE BORNE BP 30077 MAREUIL LES MEAUX77100 FRANCE
","
DANIEL AUTOMOBILES
","","2018
Assurance auto : Comparez",NA,"Essence","10
km","4 portes avec hayon","13 420 €",NA,NA,"Manuelle","Berline",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","https://www.paruvendu.fr/a/voiture-occasion/suzuki/swift/1230217817A1KVVOSUSWI",0,"Suzuki occasion","Swift","","
820 RUE DES MADELEINES ZONE ARTISANALE DE LA HAUTE BORNE BP 30077 MAREUIL LES MEAUX77100 FRANCE
","
DANIEL AUTOMOBILES
","","2018
Assurance auto : Comparez",NA,"Essence","10
km","4 portes avec hayon","13 420 €",NA,NA,"Manuelle","Berline",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","https://www.paruvendu.fr/a/voiture-occasion/renault/twingo/1230217815A1KVVORETWI",0,"Renault occasion","Twingo","","
60 AV DE L ARGONNE33200 FRANCE
","
RENAULT CAP SERVICES
",NA,"2018
Assurance auto : Comparez",NA,"Essence","9 600
km","4 portes avec hayon","9 990 €",NA,NA,"Manuelle","Berline","12 mois",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","https://www.paruvendu.fr/a/voiture-occasion/renault/captur/1230217812A1KVVORECAP",0,"Renault occasion","Captur","","
60 AV DE L ARGONNE33200 FRANCE
","
RENAULT CAP SERVICES
",NA,"2013
Assurance auto : Comparez",NA,"Diesel","70 300
km","4 portes avec hayon","11 900 €",NA,NA,"Manuelle","Break","3 mois",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","https://www.paruvendu.fr/a/voiture-occasion/renault/captur/1230217811A1KVVORECAP",0,"Renault occasion","Captur","","
60 AV DE L ARGONNE33200 FRANCE
","
RENAULT CAP SERVICES
",NA,"2017
Assurance auto : Comparez",NA,"Diesel","3 600
km","4 portes avec hayon","17 890 €",NA,NA,"Manuelle","Break","12 mois",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","https://www.paruvendu.fr/a/voiture-occasion/renault/kadjar/1230217810A1KVVOREKAD",0,"Renault occasion","Kadjar","","
60 AV DE L ARGONNE33200 FRANCE
","
RENAULT CAP SERVICES
",NA,"2016
Assurance auto : Comparez",NA,"Essence","17 435
km","4 portes avec hayon","19 990 €",NA,NA,"Manuelle","Break","6 mois",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","https://www.paruvendu.fr/a/voiture-occasion/renault/kadjar/1230217814A1KVVOREKAD",0,"Renault occasion","Kadjar","","
60 AV DE L ARGONNE33200 FRANCE
","
RENAULT CAP SERVICES
",NA,"2017
Assurance auto : Comparez",NA,"Diesel","2 400
km","4 portes avec hayon","23 990 €",NA,NA,"Manuelle","Break","12 mois",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","https://www.paruvendu.fr/a/voiture-occasion/renault/kadjar/1230217813A1KVVOREKAD",0,"Renault occasion","Kadjar","","
60 AV DE L ARGONNE33200 FRANCE
","
RENAULT CAP SERVICES
","","2017
Assurance auto : Comparez",NA,"Diesel","10
km","4 portes avec hayon","24 290 €",NA,NA,"Manuelle","Break",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","https://www.paruvendu.fr/a/voiture-occasion/renault/clio-iii-estate/1230217809A1KVVOREC3E",0,"Renault occasion","Clio III Estate","","
60 AV DE L ARGONNE33200 FRANCE
","
RENAULT CAP SERVICES
",NA,"2016
Assurance auto : Comparez",NA,"Diesel","26 250
km","4 portes avec hayon","13 590 €",NA,NA,"Manuelle","Break","12 mois",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","https://www.paruvendu.fr/a/voiture-occasion/ford/mustang/1230217806A1KVVOFOMUS",0,"Ford occasion","Mustang","","
150 RUE DU BILLEMONT59223 FRANCE
","
VOTREAUTO.FR
",NA,"2006
Assurance auto : Comparez",NA,"Essence","30 900
km","2 portes","49 900 €",NA,NA,"Manuelle","Berline","6 mois",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","https://www.paruvendu.fr/a/voiture-occasion/land-rover/range-rover/1230217808A1KVVOLRRAN",0,"Land-Rover occasion","Range Rover","","
150 RUE DU BILLEMONT59223 FRANCE
","
VOTREAUTO.FR
",NA,"2013
Assurance auto : Comparez",NA,"Diesel","66 990
km","4 portes avec hayon","54 900 €",NA,NA,"Automatique","Berline","6 mois",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","https://www.paruvendu.fr/a/voiture-occasion/aston-martin/db9/1230217807A1KVVOAMDB9",0,"Aston Martin occasion","DB9","","
150 RUE DU BILLEMONT59223 FRANCE
","
VOTREAUTO.FR
",NA,"2005
Assurance auto : Comparez",NA,"Essence","35 800
km","2 portes","63 700 €",NA,NA,"Automatique","Berline","6 mois",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","https://www.paruvendu.fr/a/voiture-occasion/mini/cooper-s/1230217804A1KVVOMCCOS",0,"Mini occasion","Cooper S","","
150 RUE DU BILLEMONT59223 FRANCE
","
VOTREAUTO.FR
",NA,"2006
Assurance auto : Comparez",NA,"Essence","66 900
km","2 portes avec hayon","7 800 €",NA,NA,"Manuelle","Berline","3 mois",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","https://www.paruvendu.fr/a/voiture-occasion/volkswagen/golf/1230217803A1KVVOVWGOL",0,"Volkswagen occasion","Golf","","
150 RUE DU BILLEMONT59223 FRANCE
","
VOTREAUTO.FR
",NA,"1992
Assurance auto : Comparez",NA,"Essence","137 000
km","2 portes","8 999 €",NA,NA,"Manuelle","Cabriolet","3 mois",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","https://www.paruvendu.fr/a/voiture-occasion/audi/a7/1230217802A1KVVOAUA7",0,"Audi occasion","A7","","
150 RUE DU BILLEMONT59223 FRANCE
","
VOTREAUTO.FR
",NA,"2011
Assurance auto : Comparez",NA,"Diesel","106 990
km","4 portes avec hayon","23 890 €",NA,NA,"Automatique","Berline","3 mois",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240","https://www.paruvendu.fr/a/voiture-occasion/citroen/ds3/1230217800A1KVVOCIDS3",0,"Citroën occasion","DS3","","
RN 109 ROUTE DE MONTPELLIER34725 France
","
OXYLIO
",NA,"2014
Assurance auto : Comparez",NA,"Diesel","92 067
km","2 portes avec hayon","9 970 €",NA,NA,"Manuelle","Berline","6 mois",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241","https://www.paruvendu.fr/a/voiture-occasion/nissan/micra/1230217798A1KVVONIMIC",0,"Nissan occasion","Micra","","
RN 109 ROUTE DE MONTPELLIER34725 France
","
OXYLIO
",NA,"2018
Assurance auto : Comparez",NA,"Diesel","9 893
km","4 portes avec hayon","13 470 €",NA,NA,"Manuelle","Berline","29 mois",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242","https://www.paruvendu.fr/a/voiture-occasion/peugeot/308/1230217799A1KVVOPE308",0,"Peugeot occasion","308","","
RN 109 ROUTE DE MONTPELLIER34725 France
","
OXYLIO
",NA,"2017
Assurance auto : Comparez",NA,"Diesel","19 062
km","4 portes avec hayon","21 970 €",NA,NA,"Manuelle","Berline","12 mois",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243","https://www.paruvendu.fr/a/voiture-occasion/peugeot/208/1230217796A1KVVOPE208",0,"Peugeot occasion","208","","
RN 109 ROUTE DE MONTPELLIER34725 France
","
OXYLIO
",NA,"2017
Assurance auto : Comparez",NA,"Essence","21 589
km","4 portes avec hayon","14 470 €",NA,NA,"Manuelle","Berline","12 mois",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","https://www.paruvendu.fr/a/voiture-occasion/renault/grand-scenic-iv/1230217795A1KVVOREGS4",0,"Renault occasion","Grand scenic IV","","
RN 109 ROUTE DE MONTPELLIER34725 France
","
OXYLIO
",NA,"2017
Assurance auto : Comparez",NA,"Diesel","19 496
km","4 portes avec hayon","17 970 €",NA,NA,"Manuelle","Break","12 mois",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","https://www.paruvendu.fr/a/voiture-occasion/peugeot/508-sw/1230217797A1KVVOPE5SW",0,"Peugeot occasion","508 SW","","
RN 109 ROUTE DE MONTPELLIER34725 France
","
OXYLIO
",NA,"2018
Assurance auto : Comparez",NA,"Diesel","5 244
km","4 portes avec hayon","23 470 €",NA,NA,"Automatique","Break","20 mois",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246","https://www.paruvendu.fr/a/voiture-occasion/suzuki/swift/1230217793A1KVVOSUSWI",0,"Suzuki occasion","Swift","","
RN 109 ROUTE DE MONTPELLIER34725 France
","
OXYLIO
",NA,"2013
Assurance auto : Comparez",NA,"Diesel","62 292
km","4 portes avec hayon","7 970 €",NA,NA,"Manuelle","Berline","6 mois",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247","https://www.paruvendu.fr/a/voiture-occasion/citroen/c3/1230217791A1KVVOCIC3",0,"Citroën occasion","C3","","
RN 109 ROUTE DE MONTPELLIER34725 France
","
OXYLIO
",NA,"2017
Assurance auto : Comparez",NA,"Diesel","24 251
km","4 portes avec hayon","11 570 €",NA,NA,"Manuelle","Berline","12 mois",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248","https://www.paruvendu.fr/a/voiture-occasion/peugeot/2008/1230217790A1KVVOPE2M8",0,"Peugeot occasion","2008","","
RN 109 ROUTE DE MONTPELLIER34725 France
","
OXYLIO
",NA,"2017
Assurance auto : Comparez",NA,"Essence","48 719
km","4 portes avec hayon","15 490 €",NA,NA,"Manuelle","Break","12 mois",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249","https://www.paruvendu.fr/a/voiture-occasion/peugeot/3008/1230217794A1KVVOPE3M8",0,"Peugeot occasion","3008","","
RN 109 ROUTE DE MONTPELLIER34725 France
","
OXYLIO
",NA,"2017
Assurance auto : Comparez",NA,"Diesel","18 489
km","4 portes avec hayon","26 470 €",NA,NA,"Automatique","Break","12 mois",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250","https://www.paruvendu.fr/a/voiture-occasion/peugeot/208/1230217788A1KVVOPE208",0,"Peugeot occasion","208","","
RN 109 ROUTE DE MONTPELLIER34725 France
","
OXYLIO
",NA,"2017
Assurance auto : Comparez",NA,"Diesel","34 705
km","4 portes avec hayon","12 470 €",NA,NA,"Manuelle","Berline","14 mois",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
