"","url","is_listing_deleted","brand","modele","address_particulier","address_pro","name_pro","V1","Année","Carrosserie","Energie","Kilométrage","Prix","Garantie mécanique","Nb de portes","Transmission","Consommation mixte","Emissions de CO2","Nombre de places","Puissance fiscale","Autres informations","Etat du véhicule","Puissance réelle","Contrôle technique","Couleur intérieur","Option equipement Sécurité","Option/Equipement Confort intérieur","Option/equipement extérieurs","Type de peinture carrosserie"
"175","https://www.paruvendu.fr/a/voiture-occasion/citroen/ds3/1229661795A1KVVOCIDS3",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","https://www.paruvendu.fr/a/voiture-occasion/skoda/octavia/1229660322A1KVVOSKOCT",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","https://www.paruvendu.fr/a/voiture-occasion/citroen/c4-cactus/1229688541A1KVVOCI4C",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","https://www.paruvendu.fr/a/voiture-occasion/mini/cooper/1229686642A1KVVOMCCOO",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","https://www.paruvendu.fr/a/voiture-occasion/mercedes/classe-c/1229706536A1KVVOMEC",0,"Mercedes occasion","Classe C","","
43 boulevard Malesherbes75008 Paris
","
KYUMP
",NA,"Avril 2012
Assurance auto : Comparez","Berline","Diesel","105 740
km","11 750 €","6 mois","4 portes","Manuelle","5.3
litres / 100 km","139
g/km","5
places","6
CV",NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","https://www.paruvendu.fr/a/voiture-occasion/seat/leon/1229600379A1KVVOSELEO",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","https://www.paruvendu.fr/a/voiture-occasion/bmw/serie-1/1229685440A1KVVOBMS1",0,"BMW occasion","Série 1","","
43 boulevard Malesherbes75008 Paris
","
KYUMP
",NA,"Décembre 2011
Assurance auto : Comparez","Cabriolet","Diesel","102 741
km","12 450 €","6 mois","2 portes","Automatique","5.5
litres / 100 km","145
g/km","4
places","10
CV",NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","https://www.paruvendu.fr/a/voiture-occasion/kia/sportage/1229684990A1KVVOKISPO",0,"Kia occasion","Sportage","","
43 boulevard Malesherbes75008 Paris
","
KYUMP
",NA,"Mai 2012
Assurance auto : Comparez","4x4 - SUV","Diesel","104 595
km","12 990 €","6 mois","4 portes avec hayon","Manuelle","5.5
litres / 100 km","147
g/km","5
places","8
CV",NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","https://www.paruvendu.fr/a/voiture-occasion/bmw/serie-1/1229706800A1KVVOBMS1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","https://www.paruvendu.fr/a/voiture-occasion/audi/a3/1229661784A1KVVOAUA3",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","https://www.paruvendu.fr/a/voiture-occasion/nissan/x-trail/1229659999A1KVVONIXTR",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","https://www.paruvendu.fr/a/voiture-occasion/citroen/c4-picasso/1229742376A1KVVOCIC4P",0,"Citroën occasion","C4 Picasso","","
43 boulevard Malesherbes75008 Paris
","
KYUMP
",NA,"Août 2015
Assurance auto : Comparez","Monospace","Diesel","49 156
km","15 500 €","6 mois","4 portes avec hayon","Manuelle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","https://www.paruvendu.fr/a/voiture-occasion/kia/sportage/1229741058A1KVVOKISPO",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","https://www.paruvendu.fr/a/voiture-occasion/audi/a1/1229600324A1KVVOAUA1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","https://www.paruvendu.fr/a/voiture-occasion/mercedes/classe-b/1229685123A1KVVOMEB",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","https://www.paruvendu.fr/a/voiture-occasion/mercedes/classe-a/1229741072A1KVVOMEA",0,"Mercedes occasion","Classe A","","
43 boulevard Malesherbes75008 Paris
","
KYUMP
",NA,"Février 2013
Assurance auto : Comparez","Berline","Diesel","115 580
km","17 500 €","6 mois","4 portes avec hayon","Automatique","4.2
litres / 100 km","109
g/km","5
places","9
CV",NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","https://www.paruvendu.fr/a/voiture-occasion/renault/megane/1229659713A1KVVOREMEG",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","https://www.paruvendu.fr/a/voiture-occasion/hyundai/tucson/1229706440A1KVVOHYTUC",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","https://www.paruvendu.fr/a/voiture-occasion/peugeot/308/1229686165A1KVVOPE308",0,"Peugeot occasion","308","","
43 boulevard Malesherbes75008 Paris
","
KYUMP
",NA,"Juillet 2017
Assurance auto : Comparez","Berline","Essence","16 564
km","18 990 €","6 mois","4 portes avec hayon","Automatique","4.5
litres / 100 km","106
g/km","5
places","6
CV",NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","https://www.paruvendu.fr/a/voiture-occasion/mercedes/classe-c/1229661827A1KVVOMEC",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","https://www.paruvendu.fr/a/voiture-occasion/audi/a6/1229660462A1KVVOAUA6",0,"Audi occasion","A6","","
43 boulevard Malesherbes75008 Paris
","
KYUMP
",NA,"Juillet 2014
Assurance auto : Comparez","Berline","Diesel","94 676
km","21 000 €","6 mois","4 portes","Automatique","5.1
litres / 100 km","133
g/km","5
places","11
CV",NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","https://www.paruvendu.fr/a/voiture-occasion/opel/corsa/1229509650A1KVVOOPCOR",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","https://www.paruvendu.fr/a/voiture-occasion/smart/fortwo/1229546589A1KVVOSMFTW",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","https://www.paruvendu.fr/a/voiture-occasion/peugeot/207/1229510851A1KVVOPE207",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","https://www.paruvendu.fr/a/voiture-occasion/volkswagen/up/1229543172A1KVVOVWUP",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","https://www.paruvendu.fr/a/voiture-occasion/volkswagen/golf/1229575451A1KVVOVWGOL",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","https://www.paruvendu.fr/a/voiture-occasion/citroen/berlingo/1229545880A1KVVOCIBER",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","https://www.paruvendu.fr/a/voiture-occasion/seat/ibiza/1229509538A1KVVOSEIBI",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","https://www.paruvendu.fr/a/voiture-occasion/toyota/yaris/1229599896A1KVVOTOYAR",0,"Toyota occasion","Yaris","","
43 boulevard Malesherbes75008 Paris
","
KYUMP
",NA,"Décembre 2011
Assurance auto : Comparez","Berline","Diesel","56 510
km","7 750 €","6 mois","4 portes avec hayon","Manuelle","3.9
litres / 100 km","104
g/km","5
places","5
CV",NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","https://www.paruvendu.fr/a/voiture-occasion/renault/megane/1229517144A1KVVOREMEG",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","https://www.paruvendu.fr/a/voiture-occasion/peugeot/3008/1229770853A1KVVOPE3M8",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","https://www.paruvendu.fr/a/voiture-occasion/ford/fiesta/1229487007A1KVVOFOFIE",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","https://www.paruvendu.fr/a/voiture-occasion/alfa-romeo/giulietta/1229545895A1KVVOALGIU",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","https://www.paruvendu.fr/a/voiture-occasion/renault/clio-iii-estate/1229598343A1KVVOREC3E",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","https://www.paruvendu.fr/a/voiture-occasion/citroen/c4/1229518005A1KVVOCIC4",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","https://www.paruvendu.fr/a/voiture-occasion/citroen/c4-cactus/1229517329A1KVVOCI4C",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","https://www.paruvendu.fr/a/voiture-occasion/peugeot/508/1229486758A1KVVOPE508",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","https://www.paruvendu.fr/a/voiture-occasion/opel/astra/1229598421A1KVVOOPAST",0,"Opel occasion","Astra","","
43 boulevard Malesherbes75008 Paris
","
KYUMP
",NA,"Décembre 2013
Assurance auto : Comparez","Berline","Diesel","56 955
km","9 750 €","6 mois","4 portes avec hayon","Manuelle","3.7
litres / 100 km","97
g/km","5
places","5
CV",NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","https://www.paruvendu.fr/a/voiture-occasion/volvo/v40/1229517940A1KVVOVOV40",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","https://www.paruvendu.fr/a/voiture-occasion/ford/ecosport/1229543197A1KVVOFOECO",0,"Ford occasion","Ecosport","","
43 boulevard Malesherbes75008 Paris
","
KYUMP
",NA,"Mars 2016
Assurance auto : Comparez","4x4 - SUV","Diesel","59 421
km","11 500 €","6 mois","4 portes avec hayon","Manuelle","4.4
litres / 100 km","115
g/km","5
places","5
CV",NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","https://www.paruvendu.fr/a/voiture-occasion/peugeot/508/1229541133A1KVVOPE508",0,"Peugeot occasion","508","","
43 boulevard Malesherbes75008 Paris
","
KYUMP
",NA,"Mars 2013
Assurance auto : Comparez","Berline","Diesel","98 210
km","11 250 €","6 mois","4 portes","Automatique","5.7
litres / 100 km","149
g/km","5
places","9
CV",NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","https://www.paruvendu.fr/a/voiture-occasion/bmw/serie-1/1229509525A1KVVOBMS1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","https://www.paruvendu.fr/a/voiture-occasion/jeep/renegade/1229518048A1KVVOJEREN",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","https://www.paruvendu.fr/a/voiture-occasion/audi/a4/1229517898A1KVVOAUA4",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","https://www.paruvendu.fr/a/voiture-occasion/renault/koleos/1229599695A1KVVOREKOL",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","https://www.paruvendu.fr/a/voiture-occasion/peugeot/2008/1229545903A1KVVOPE2M8",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","https://www.paruvendu.fr/a/voiture-occasion/volkswagen/golf/1229546048A1KVVOVWGOL",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222","https://www.paruvendu.fr/a/voiture-occasion/renault/megane/1229598288A1KVVOREMEG",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","https://www.paruvendu.fr/a/voiture-occasion/toyota/auris/1229575723A1KVVOTOAUR",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","https://www.paruvendu.fr/a/voiture-occasion/volkswagen/golf/1229598407A1KVVOVWGOL",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","https://www.paruvendu.fr/a/voiture-occasion/alfa-romeo/mito/1229486930A1KVVOALMIT",0,"Alfa Romeo occasion","Mito","","
43 boulevard Malesherbes75008 Paris
","
KYUMP
",NA,"Novembre 2015
Assurance auto : Comparez","Berline","Essence","32 970
km","13 800 €","6 mois","2 portes avec hayon","Semi automatique","5.4
litres / 100 km","124
g/km","4
places","9
CV",NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","https://www.paruvendu.fr/a/voiture-occasion/seat/leon/1229486670A1KVVOSELEO",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","https://www.paruvendu.fr/a/voiture-occasion/mercedes/classe-b/1229517872A1KVVOMEB",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","https://www.paruvendu.fr/a/voiture-occasion/volvo/xc70/1229486709A1KVVOVOXC7",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","https://www.paruvendu.fr/a/voiture-occasion/audi/a3/1229542668A1KVVOAUA3",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","https://www.paruvendu.fr/a/voiture-occasion/nissan/qashqai/1229598349A1KVVONIQAS",0,"Nissan occasion","Qashqai","","
43 boulevard Malesherbes75008 Paris
","
KYUMP
",NA,"Décembre 2016
Assurance auto : Comparez","4x4 - SUV","Diesel","17 904
km","16 990 €","6 mois","4 portes avec hayon","Manuelle","5.1
litres / 100 km","133
g/km","5
places","7
CV",NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","https://www.paruvendu.fr/a/voiture-occasion/ford/ranger/1229599037A1KVVOFORAN",0,"Ford occasion","Ranger","","
43 boulevard Malesherbes75008 Paris
","
KYUMP
",NA,"Juin 2014
Assurance auto : Comparez","Pick-up","Diesel","120 485
km","17 990 €","6 mois","4 portes avec hayon","Manuelle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","https://www.paruvendu.fr/a/voiture-occasion/audi/a6/1229598258A1KVVOAUA6",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","https://www.paruvendu.fr/a/voiture-occasion/renault/kadjar/1229541142A1KVVOREKAD",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","https://www.paruvendu.fr/a/voiture-occasion/lexus/is/1229543539A1KVVOLXIS",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","https://www.paruvendu.fr/a/voiture-occasion/volkswagen/touran/1229598326A1KVVOVWTOU",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","https://www.paruvendu.fr/a/voiture-occasion/land-rover/range-rover/1229546042A1KVVOLRRAN",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","https://www.paruvendu.fr/a/voiture-occasion/peugeot/3008/1229599074A1KVVOPE3M8",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","https://www.paruvendu.fr/a/voiture-occasion/mercedes/classe-c/1229486702A1KVVOMEC",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","https://www.paruvendu.fr/a/voiture-occasion/opel/corsa/1230025190A1KVVOOPCOR",0,"Opel occasion","Corsa","","
15 avenue Fernand Chatelain95610 Éragny
","
L'AGENCE AUTO TRANKIL
","","Juin 2012
Assurance auto : Comparez","Berline","Essence","85 587
km","5 490 €",NA,"2 portes avec hayon","Manuelle","5.5
litres / 100 km","129
g/km","5
places","5
CV",NA,NA,NA,NA,NA,NA,NA,NA,NA
"240","https://www.paruvendu.fr/a/voiture-occasion/renault/clio-iv-estate/1229485909A1KVVOREC4E",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241","https://www.paruvendu.fr/a/voiture-occasion/fiat/500-c/1229486037A1KVVOFI50C",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242","https://www.paruvendu.fr/a/voiture-occasion/audi/a1/1230035346A1KVVOAUA1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243","https://www.paruvendu.fr/a/voiture-occasion/audi/a5/1229486561A1KVVOAUA5",0,"Audi occasion","A5","","
43 boulevard Malesherbes75008 Paris
","
KYUMP
",NA,"Avril 2013
Assurance auto : Comparez","Berline","Diesel","59 756
km","24 300 €","6 mois","4 portes avec hayon","Semi automatique","5.7
litres / 100 km","149
g/km","4
places","14
CV",NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","https://www.paruvendu.fr/a/voiture-occasion/renault/laguna-iii/1230177344A1KVVORELA3",0,"Renault occasion","Laguna III","","
11 RUE ARISTIDE BRIAND77370 Nangis
","
GT COURTAGE AUTOMOBILE 77 et 91 
","","Octobre 2012
Assurance auto : Comparez","Berline","Diesel","8 900
km","8 900 €","6 mois","4 portes avec hayon","Manuelle",NA,NA,NA,"10
CV",NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","https://www.paruvendu.fr/a/voiture-occasion/citroen/grand-c4-picasso/1229386636A1KVVOCIGCP",0,"Citroën occasion","Grand C4 Picasso","","
43 boulevard Malesherbes75008 Paris
","
KYUMP
","","Avril 2012
Assurance auto : Comparez","Monospace","Diesel","107 091
km","5 970 €","6 mois","4 portes avec hayon","Semi automatique",NA,"120
g/km","7
places","6
CV",NA,NA,NA,NA,NA,NA,NA,NA,NA
"246","https://www.paruvendu.fr/a/voiture-occasion/seat/ibiza/1229410190A1KVVOSEIBI",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247","https://www.paruvendu.fr/a/voiture-occasion/peugeot/partner/1229386517A1KVVOPEPAR",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248","https://www.paruvendu.fr/a/voiture-occasion/citroen/c4-picasso/1229385636A1KVVOCIC4P",0,"Citroën occasion","C4 Picasso","","
43 boulevard Malesherbes75008 Paris
","
KYUMP
",NA,"Octobre 2010
Assurance auto : Comparez","Monospace","Diesel","85 287
km","5 860 €","6 mois","4 portes avec hayon","Semi automatique","5.0
litres / 100 km","132
g/km","5
places","6
CV",NA,NA,NA,NA,NA,NA,NA,NA,NA
"249","https://www.paruvendu.fr/a/voiture-occasion/mini/cooper/1229382453A1KVVOMCCOO",0,"Mini occasion","Cooper","","
43 boulevard Malesherbes75008 Paris
","
KYUMP
",NA,"Mars 2006
Assurance auto : Comparez","Coupé","Essence","66 170
km","6 590 €","6 mois","2 portes avec hayon","Automatique",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250","https://www.paruvendu.fr/a/voiture-occasion/lancia/delta/1229383173A1KVVOLCDEL",0,"Lancia occasion","Delta","","
43 boulevard Malesherbes75008 Paris
","
KYUMP
",NA,"Avril 2012
Assurance auto : Comparez","Berline","Diesel","92 064
km","6 590 €","6 mois","4 portes avec hayon","Manuelle","4.6
litres / 100 km","120
g/km","5
places","6
CV",NA,NA,NA,NA,NA,NA,NA,NA,NA
"251","https://www.paruvendu.fr/a/voiture-occasion/citroen/c5/1229385467A1KVVOCIC5",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252","https://www.paruvendu.fr/a/voiture-occasion/kia/rio/1229386654A1KVVOKIRIO",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253","https://www.paruvendu.fr/a/voiture-occasion/smart/forfour/1229411261A1KVVOSMFFO",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254","https://www.paruvendu.fr/a/voiture-occasion/ford/c-max/1229385532A1KVVOFOCMA",0,"Ford occasion","C-max","","
43 boulevard Malesherbes75008 Paris
","
KYUMP
",NA,"Mai 2012
Assurance auto : Comparez","Monospace","Diesel","94 205
km","7 750 €","6 mois","4 portes avec hayon","Manuelle","4.5
litres / 100 km","117
g/km","5
places","6
CV",NA,NA,NA,NA,NA,NA,NA,NA,NA
"255","https://www.paruvendu.fr/a/voiture-occasion/citroen/c4-cactus/1229385665A1KVVOCI4C",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256","https://www.paruvendu.fr/a/voiture-occasion/ford/fiesta/1229386687A1KVVOFOFIE",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257","https://www.paruvendu.fr/a/voiture-occasion/renault/zoe/1229410210A1KVVOREZOE",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","https://www.paruvendu.fr/a/voiture-occasion/mini/clubman/1229383089A1KVVOMCCLU",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259","https://www.paruvendu.fr/a/voiture-occasion/renault/megane/1229240923A1KVVOREMEG",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","https://www.paruvendu.fr/a/voiture-occasion/audi/a3/1229411187A1KVVOAUA3",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261","https://www.paruvendu.fr/a/voiture-occasion/ford/b-max/1229410228A1KVVOFOB-M",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262","https://www.paruvendu.fr/a/voiture-occasion/volkswagen/caddy/1229385987A1KVVOVWCAD",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263","https://www.paruvendu.fr/a/voiture-occasion/fiat/tipo/1229386617A1KVVOFITIP",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264","https://www.paruvendu.fr/a/voiture-occasion/renault/clio/1229386400A1KVVORECLI",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
