"","url","is_listing_deleted","brand","modele","address_particulier","address_pro","name_pro","Ann<U+00E9>e","Autres informations","Carrosserie","Emissions de CO2","Energie","Kilom<U+00E9>trage","Nb de portes","Nombre de places","Prix","Puissance fiscale","Puissance r<U+00E9>elle","Transmission","V1","Garantie m<U+00E9>canique","Consommation mixte","Etat du v<U+00E9>hicule","Contr<U+00F4>le technique","Couleur int<U+00E9>rieur","Type de peinture carrosserie","Option equipement S<U+00E9>curit<U+00E9>","Option/Equipement Confort int<U+00E9>rieur","Option/equipement ext<U+00E9>rieurs"
"17","https://www.paruvendu.fr/a/voiture-occasion/audi/sq5/1230203416A1KVVOAUSQ5",0,"Audi occasion","SQ5","","
41 boulevard Chinon37300 Jou<U+00E9>-l<U+00E8>s-Tours
","
EWIGO TOURS
","Mai 2013
Assurance auto : Comparez",NA,"4x4 - SUV","179
g/km","Diesel","108 000
km","4 portes avec hayon","5
places","34 990 <U+20AC>","20
CV",NA,"Automatique",NA,"6 mois","6.8
litres / 100 km",NA,NA,NA,NA,NA,NA,NA
"18","https://www.paruvendu.fr/a/voiture-occasion/citroen/c3-aircross/1230203046A1KVVOCIC3A",0,"Citro<U+00EB>n occasion","C3 Aircross","



Annonce
de Jean claude a                                                                 - La Motte-Servolex (73290)                    
membre de ParuVendu.fr depuis 1 an
","","","Octobre 2018
Assurance auto : Comparez","Premi<U+00E8>re main,Sous garantie constructeur","4x4 - SUV","115
g/km","Essence","10
km","4 portes avec hayon","5
places","22 900 <U+20AC>","6
CV","110
Ch","Manuelle",NA,NA,"5.0
litres / 100 km","Irr<U+00E9>prochable",NA,NA,NA,NA,NA,NA
"19","https://www.paruvendu.fr/a/voiture-occasion/renault/megane-ii-cc/1230203400A1KVVOREMCC",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","https://www.paruvendu.fr/a/voiture-occasion/audi/a6/1230203394A1KVVOAUA6",0,"Audi occasion","A6","","
16 AVENUE ROCKFELLER69008 Lyon
","
AGENCE AUTOMOBILIERE LYON
","Mars 2012
Assurance auto : Comparez",NA,"Berline","145
g/km","Hybride","211 500
km","4 portes","5
places","13 990 <U+20AC>","12
CV","211
Ch","Automatique","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","https://www.paruvendu.fr/a/voiture-occasion/mercedes/classe-c/1230201262A1KVVOMEC",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","https://www.paruvendu.fr/a/voiture-occasion/bmw/x1/1230203364A1KVVOBMX1",0,"BMW occasion","X1","","
153 rue de Paris91120 Palaiseau
","
EWIGO PALAISEAU
","Janvier 2012
Assurance auto : Comparez",NA,"4x4 - SUV",NA,"Diesel","88 000
km","4 portes avec hayon",NA,"18 990 <U+20AC>",NA,NA,"Automatique",NA,"6 mois",NA,NA,NA,NA,NA,NA,NA,NA
"23","https://www.paruvendu.fr/a/voiture-occasion/mercedes/classe-c/1230112446A1KVVOMEC",0,"Mercedes occasion","Classe C","","
41 boulevard Chinon37300 Jou<U+00E9>-l<U+00E8>s-Tours
","
EWIGO TOURS
","D<U+00E9>cembre 2016
Assurance auto : Comparez",NA,"Berline","121
g/km","Diesel","44 500
km","4 portes","5
places","29 990 <U+20AC>","9
CV",NA,"Automatique",NA,"6 mois","4.6
litres / 100 km",NA,NA,NA,NA,NA,NA,NA
"24","https://www.paruvendu.fr/a/voiture-occasion/citroen/c4/1229943949A1KVVOCIC4",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","https://www.paruvendu.fr/a/voiture-occasion/audi/q3/1230203329A1KVVOAUQ3",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","https://www.paruvendu.fr/a/voiture-occasion/audi/a1/1230203327A1KVVOAUA1",0,"Audi occasion","A1","","
1 Rue de la Chauss<U+00E9>e25300 Pontarlier
","
AGENCE AUTOMOBILIERE PONTARLIER - SB SARL
","Juin 2011
Assurance auto : Comparez",NA,"Berline","118
g/km","Essence","102 000
km","2 portes avec hayon","4
places","9 990 <U+20AC>","5
CV","86
Ch","Manuelle",NA,"6 mois",NA,NA,NA,NA,NA,NA,NA,NA
"27","https://www.paruvendu.fr/a/voiture-occasion/kia/rio/1230203324A1KVVOKIRIO",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","https://www.paruvendu.fr/a/voiture-occasion/opel/divers/1230203325A1KVVOOPZZZ",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","https://www.paruvendu.fr/a/voiture-occasion/seat/leon/1230203326A1KVVOSELEO",0,"Seat occasion","Leon","","
1 Rue de la Chauss<U+00E9>e25300 Pontarlier
","
AGENCE AUTOMOBILIERE PONTARLIER - SB SARL
","D<U+00E9>cembre 2016
Assurance auto : Comparez",NA,"Berline","118
g/km","Diesel","34 000
km","4 portes avec hayon","5
places","20 990 <U+20AC>","10
CV","184
Ch","Manuelle","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","https://www.paruvendu.fr/a/voiture-occasion/porsche/boxster/1230203323A1KVVOPOBOX",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","https://www.paruvendu.fr/a/voiture-occasion/renault/captur/1230203322A1KVVORECAP",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","https://www.paruvendu.fr/a/voiture-occasion/bmw/serie-3/1230203314A1KVVOBMS3",0,"BMW occasion","S<U+00E9>rie 3","","
153 rue de Paris91120 Palaiseau
","
EWIGO PALAISEAU
","Juin 2016
Assurance auto : Comparez",NA,"Berline","106
g/km","Diesel","25 700
km","4 portes","5
places","26 790 <U+20AC>","7
CV",NA,"Automatique",NA,"12 mois","4.0
litres / 100 km",NA,NA,NA,NA,NA,NA,NA
"33","https://www.paruvendu.fr/a/voiture-occasion/audi/a5/1230202991A1KVVOAUA5",0,"Audi occasion","A5","



Annonce
de WILLIAMCODY
- Toulouse (31100)                    
membre de ParuVendu.fr depuis 4 ans
","","","Septembre 2009
Assurance auto : Comparez","V<U+00E9>hicule non fumeur,Stationne dans un garage","Coup<U+00E9>","134
g/km","Diesel","92 700
km","2 portes","4
places","16 990 <U+20AC>","9
CV","170
Ch","Manuelle","",NA,"5.1
litres / 100 km","Irr<U+00E9>prochable","A jour < 6 mois","Noir","M<U+00E9>tallis<U+00E9>e vernie",NA,NA,NA
"34","https://www.paruvendu.fr/a/voiture-occasion/citroen/c4-cactus/1230202990A1KVVOCI4C",0,"Citro<U+00EB>n occasion","C4 cactus","



Annonce
de Jean claude a                                                                 - La Motte-Servolex (73290)                    
membre de ParuVendu.fr depuis 1 an
","","","Octobre 2018
Assurance auto : Comparez","Premi<U+00E8>re main,Sous garantie constructeur","Berline","118
g/km","Essence","10
km","4 portes avec hayon","5
places","21 600 <U+20AC>","6
CV","110
Ch","Automatique",NA,NA,"5.1
litres / 100 km","Irr<U+00E9>prochable",NA,NA,NA,NA,NA,NA
"35","https://www.paruvendu.fr/a/voiture-occasion/fiat/500/1230202973A1KVVOFI500",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","https://www.paruvendu.fr/a/voiture-occasion/peugeot/207-sw/1230175442A1KVVOPE7SW",0,"Peugeot occasion","207 SW","



Annonce
de Melanie M                                                                                    
membre de ParuVendu.fr depuis 3 ans
","","","Janvier 2010
Assurance auto : Comparez",NA,"Break","119
g/km","Diesel","81 000
km","4 portes avec hayon","5
places","7 200 <U+20AC>","5
CV","90
Ch","Manuelle","",NA,"4.5
litres / 100 km","Bon",NA,NA,NA,NA,NA,NA
"37","https://www.paruvendu.fr/a/voiture-occasion/citroen/c3/1229601984A1KVVOCIC3",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","https://www.paruvendu.fr/a/voiture-occasion/bmw/serie-5/1230203292A1KVVOBMS5",0,"BMW occasion","S<U+00E9>rie 5","","
200 Avenue Jean Jaur<U+00E8>s69150 D<U+00E9>cines-Charpieu
","
EWIGO DECINES
","Juin 2011
Assurance auto : Comparez",NA,"Break","162
g/km","Diesel","139 000
km","4 portes avec hayon","5
places","16 490 <U+20AC>","12
CV",NA,"Automatique",NA,"6 mois","6.2
litres / 100 km",NA,NA,NA,NA,NA,NA,NA
"39","https://www.paruvendu.fr/a/voiture-occasion/renault/megane-iv/1227019774A1KVVOREME4",0,"Renault occasion","Megane IV","



Annonce
de Claudine Q                                                                 - Montauban (82000)                    
membre de ParuVendu.fr depuis 7 ans
","","","D<U+00E9>cembre 2016
Assurance auto : Comparez","V<U+00E9>hicule non fumeur,Stationne dans un garage,Sous garantie constructeur","Berline","119
g/km","Essence","37 000
km","4 portes avec hayon","5
places","16 300 <U+20AC>","7
CV","130
Ch","Manuelle",NA,NA,"5.3
litres / 100 km","Irr<U+00E9>prochable",NA,NA,NA,NA,NA,NA
"40","https://www.paruvendu.fr/a/voiture-occasion/seat/leon/1230203283A1KVVOSELEO",0,"Seat occasion","Leon","","
1030 AVENUE THEO LUCE34130 Mauguio
","
LATTES OCCASIONS 
","Mars 2014
Assurance auto : Comparez",NA,"Coup<U+00E9>",NA,"Diesel","89 353
km","2 portes avec hayon",NA,"13 900 <U+20AC>","9
CV",NA,"Manuelle","","3 mois",NA,NA,NA,NA,NA,NA,NA,NA
"41","https://www.paruvendu.fr/a/voiture-occasion/peugeot/3008/1230203282A1KVVOPE3M8",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","https://www.paruvendu.fr/a/voiture-occasion/nissan/juke/1230203278A1KVVONIJUK",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","https://www.paruvendu.fr/a/voiture-occasion/nissan/pick-up/1230203280A1KVVONIKCA",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","https://www.paruvendu.fr/a/voiture-occasion/ford/fiesta/1230203275A1KVVOFOFIE",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","https://www.paruvendu.fr/a/voiture-occasion/nissan/juke/1230203279A1KVVONIJUK",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","https://www.paruvendu.fr/a/voiture-occasion/mercedes/classe-gla/1230203276A1KVVOMEGLA",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","https://www.paruvendu.fr/a/voiture-occasion/fiat/ulysse/1230203274A1KVVOFIULY",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","https://www.paruvendu.fr/a/voiture-occasion/citroen/ds4/1230203271A1KVVOCIDS4",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","https://www.paruvendu.fr/a/voiture-occasion/citroen/ds3/1230203272A1KVVOCIDS3",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","https://www.paruvendu.fr/a/voiture-occasion/citroen/c3/1230203266A1KVVOCIC3",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","https://www.paruvendu.fr/a/voiture-occasion/citroen/c5/1230203268A1KVVOCIC5",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","https://www.paruvendu.fr/a/voiture-occasion/citroen/c4/1230203267A1KVVOCIC4",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","https://www.paruvendu.fr/a/voiture-occasion/citroen/c-crosser/1230203264A1KVVOCIC-C",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","https://www.paruvendu.fr/a/voiture-occasion/bmw/serie-5/1230203262A1KVVOBMS5",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","https://www.paruvendu.fr/a/voiture-occasion/citroen/berlingo/1230203263A1KVVOCIBER",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","https://www.paruvendu.fr/a/voiture-occasion/bmw/serie-1/1230203259A1KVVOBMS1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","https://www.paruvendu.fr/a/voiture-occasion/bmw/serie-1/1230203260A1KVVOBMS1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","https://www.paruvendu.fr/a/voiture-occasion/audi/tt/1230203258A1KVVOAUTT",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","https://www.paruvendu.fr/a/voiture-occasion/audi/a5/1230203256A1KVVOAUA5",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","https://www.paruvendu.fr/a/voiture-occasion/audi/q5/1230203257A1KVVOAUQ5",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","https://www.paruvendu.fr/a/voiture-occasion/audi/a5/1230203255A1KVVOAUA5",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","https://www.paruvendu.fr/a/voiture-occasion/audi/a4/1230203253A1KVVOAUA4",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","https://www.paruvendu.fr/a/voiture-occasion/audi/a3/1230203251A1KVVOAUA3",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","https://www.paruvendu.fr/a/voiture-occasion/audi/a4/1230203252A1KVVOAUA4",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","https://www.paruvendu.fr/a/voiture-occasion/audi/a3/1230203250A1KVVOAUA3",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","https://www.paruvendu.fr/a/voiture-occasion/peugeot/208/1227263239A1KVVOPE208",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","https://www.paruvendu.fr/a/voiture-occasion/volkswagen/golf/1227398186A1KVVOVWGOL",0,"Volkswagen occasion","Golf","","
153 rue de Paris91120 Palaiseau
","
EWIGO PALAISEAU
","D<U+00E9>cembre 2016
Assurance auto : Comparez",NA,"Berline","103
g/km","Diesel","37 400
km","4 portes avec hayon","5
places","17 590 <U+20AC>","5
CV",NA,"Manuelle",NA,"6 mois","4.0
litres / 100 km",NA,NA,NA,NA,NA,NA,NA
"68","https://www.paruvendu.fr/a/voiture-occasion/jeep/grand-cherokee/1225933828A1KVVOJEGCH",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","https://www.paruvendu.fr/a/voiture-occasion/land-rover/discovery/1230203153A1KVVOLRDIS",0,"Land-Rover occasion","Discovery","","
153 rue de Paris91120 Palaiseau
","
EWIGO PALAISEAU
","Juin 2016
Assurance auto : Comparez",NA,"4x4 - SUV","134
g/km","Diesel","15 000
km","4 portes avec hayon","5
places","28 990 <U+20AC>","8
CV",NA,"Manuelle",NA,"6 mois","5.1
litres / 100 km",NA,NA,NA,NA,NA,NA,NA
"70","https://www.paruvendu.fr/a/voiture-occasion/alfa-romeo/mito/1230203105A1KVVOALMIT",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","https://www.paruvendu.fr/a/voiture-occasion/bmw/divers/1230203108A1KVVOBMZZZ",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","https://www.paruvendu.fr/a/voiture-occasion/ford/kuga/1230203109A1KVVOFOKUG",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","https://www.paruvendu.fr/a/voiture-occasion/toyota/divers/1230203107A1KVVOTOZZZ",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","https://www.paruvendu.fr/a/voiture-occasion/mercedes/divers/1230203106A1KVVOMEZZZ",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","https://www.paruvendu.fr/a/voiture-occasion/audi/a3/1230203104A1KVVOAUA3",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","https://www.paruvendu.fr/a/voiture-occasion/mercedes/classe-c/1230203100A1KVVOMEC",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","https://www.paruvendu.fr/a/voiture-occasion/mercedes/classe-b/1230203101A1KVVOMEB",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","https://www.paruvendu.fr/a/voiture-occasion/volkswagen/golf/1230203103A1KVVOVWGOL",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","https://www.paruvendu.fr/a/voiture-occasion/bmw/divers/1230203102A1KVVOBMZZZ",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","https://www.paruvendu.fr/a/voiture-occasion/volkswagen/golf/1230203099A1KVVOVWGOL",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","https://www.paruvendu.fr/a/voiture-occasion/toyota/divers/1230203098A1KVVOTOZZZ",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","https://www.paruvendu.fr/a/voiture-occasion/bmw/divers/1230203097A1KVVOBMZZZ",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
